Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;39;1.0;9147;1;1;150.0;1;37;1;7;3;148.8;0;0;0;1;1;1;25.0;0;0.0;5.0;7.0;4.0;14.25;0.0;0.0;5.0;7.0;4.0;14.75;0.0;12.7;3.7;-1.7;Graduate
1;39;1.0;9147;1;1;120.0;1;37;37;9;9;110.0;0;0;0;0;1;0;32.0;0;0.0;5.0;9.0;0.0;0.0;1.0;0.0;5.0;5.0;0.0;0.0;0.0;9.4;-0.8;-3.12;Dropout
1;43;1.0;9991;0;1;136.0;1;3;4;2;2;133.9;0;0;0;0;1;0;26.0;0;8.0;12.0;12.0;8.0;11.25;0.0;3.0;8.0;8.0;3.0;11.333333333333334;0.0;7.6;2.6;0.32;Dropout
1;1;1.0;9130;1;1;133.0;1;2;37;9;7;125.7;1;0;0;1;1;1;18.0;0;0.0;6.0;7.0;6.0;13.5;0.0;0.0;6.0;8.0;6.0;12.5;0.0;12.4;0.5;1.79;Graduate
1;17;1.0;9254;1;1;125.0;1;1;19;4;7;116.6;0;0;0;1;1;1;19.0;0;0.0;6.0;8.0;5.0;12.666666666666666;0.0;0.0;6.0;10.0;6.0;12.857142857142858;0.0;16.2;0.3;-0.92;Graduate
1;1;3.0;9070;1;1;127.0;1;19;38;5;7;141.0;1;0;0;1;1;1;19.0;0;0.0;6.0;6.0;6.0;15.166666666666666;0.0;0.0;6.0;6.0;6.0;12.333333333333334;0.0;12.4;0.5;1.79;Graduate
1;7;1.0;9119;1;40;130.0;1;1;1;4;4;130.0;0;0;0;1;1;0;27.0;0;4.0;6.0;6.0;6.0;13.166666666666666;0.0;2.0;5.0;7.0;5.0;15.142857142857142;0.0;11.1;0.6;2.02;Dropout
1;53;1.0;9003;1;1;130.0;1;19;1;9;9;130.0;0;0;1;1;1;0;21.0;0;7.0;12.0;20.0;10.0;11.8;0.0;5.0;12.0;15.0;9.0;11.444444444444445;0.0;8.9;1.4;3.51;Enrolled
1;17;1.0;9119;1;1;127.0;1;19;1;4;5;115.8;0;0;0;1;1;0;20.0;0;0.0;5.0;10.0;4.0;11.5;0.0;0.0;5.0;11.0;0.0;0.0;0.0;13.9;-0.3;0.79;Enrolled
1;44;1.0;9070;1;39;140.0;1;19;38;4;0;140.0;1;0;0;1;1;0;21.0;0;0.0;6.0;6.0;6.0;14.5;0.0;0.0;6.0;8.0;6.0;11.333333333333334;0.0;12.4;0.5;1.79;Graduate
1;1;5.0;9773;1;1;125.0;1;37;3;5;2;126.1;1;0;0;1;1;0;22.0;0;0.0;6.0;10.0;5.0;13.4;0.0;0.0;6.0;12.0;3.0;10.666666666666666;0.0;9.4;-0.8;-3.12;Enrolled
1;1;1.0;171;1;1;135.0;1;1;38;5;7;137.5;1;0;1;0;1;0;19.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.7;3.7;-1.7;Graduate
1;17;4.0;9147;1;1;132.0;1;38;19;5;5;120.8;1;0;0;1;1;1;18.0;0;0.0;5.0;8.0;4.0;10.8;0.0;0.0;5.0;10.0;2.0;12.5;0.0;11.1;0.6;2.02;Dropout
1;39;2.0;9238;1;1;110.0;1;19;1;5;5;136.5;0;0;0;1;1;0;28.0;0;0.0;5.0;6.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;13.9;-0.3;0.79;Dropout
2;39;1.0;9003;1;1;130.0;1;1;37;9;1;122.0;0;0;1;0;1;0;25.0;0;3.0;10.0;23.0;6.0;11.428571428571429;0.0;2.0;7.0;15.0;4.0;12.0;1.0;15.5;2.8;-4.06;Dropout
1;43;1.0;9003;1;1;130.0;1;37;1;5;4;130.0;0;0;0;1;1;0;25.0;0;8.0;14.0;24.0;8.0;12.5;2.0;6.0;13.0;23.0;10.0;11.6;0.0;15.5;2.8;-4.06;Dropout
1;1;1.0;9147;1;1;135.0;1;38;19;9;5;126.3;0;0;0;1;1;0;18.0;0;0.0;5.0;11.0;2.0;13.5;0.0;0.0;5.0;11.0;3.0;12.333333333333334;0.0;8.9;1.4;3.51;Enrolled
1;1;1.0;9254;1;1;133.1;1;4;19;4;5;98.0;0;0;0;1;1;0;26.0;0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;12.0;0.0;0.0;0.0;10.8;1.4;1.74;Dropout
1;17;3.0;9147;1;1;135.0;1;37;37;6;5;121.0;1;0;0;1;1;1;18.0;0;0.0;5.0;8.0;5.0;12.75;0.0;0.0;5.0;7.0;5.0;11.5;0.0;13.9;-0.3;0.79;Graduate
1;43;1.0;9773;1;1;128.0;1;19;38;9;7;124.2;1;0;0;1;1;0;22.0;0;0.0;6.0;17.0;3.0;11.333333333333334;3.0;0.0;6.0;14.0;3.0;12.333333333333334;0.0;15.5;2.8;-4.06;Enrolled
1;39;1.0;9003;1;1;140.0;1;1;3;4;5;130.0;0;0;0;1;1;0;25.0;0;0.0;6.0;8.0;0.0;0.0;0.0;0.0;6.0;10.0;0.0;0.0;0.0;16.2;0.3;-0.92;Dropout
1;1;2.0;9773;1;1;135.0;1;3;1;4;4;136.1;1;0;0;1;1;0;19.0;0;0.0;6.0;9.0;5.0;11.4;0.0;0.0;6.0;13.0;5.0;12.4;0.0;8.9;1.4;3.51;Enrolled
1;17;2.0;9773;1;1;131.0;1;3;19;2;3;132.8;1;0;0;1;1;0;19.0;0;0.0;6.0;7.0;6.0;14.428571428571429;0.0;0.0;6.0;7.0;6.0;14.571428571428571;0.0;13.9;-0.3;0.79;Graduate
1;17;1.0;9500;1;1;131.0;1;1;1;5;5;126.3;0;0;0;1;1;0;19.0;0;0.0;7.0;9.0;7.0;12.492857142857144;0.0;0.0;8.0;10.0;8.0;11.7125;0.0;16.2;0.3;-0.92;Graduate
4;39;1.0;8014;0;19;100.0;1;1;37;9;1;111.5;0;0;0;1;1;0;45.0;0;2.0;8.0;10.0;4.0;11.5;0.0;2.0;8.0;13.0;4.0;11.0;0.0;10.8;1.4;1.74;Dropout
2;39;1.0;9991;0;1;140.0;1;37;37;9;9;118.2;0;0;0;1;1;0;52.0;0;0.0;5.0;7.0;5.0;11.2;0.0;0.0;5.0;6.0;5.0;12.8;1.0;7.6;2.6;0.32;Graduate
1;1;1.0;9147;1;1;124.0;1;19;19;9;3;115.6;1;0;0;0;1;0;20.0;0;0.0;5.0;9.0;3.0;12.0;1.0;0.0;5.0;7.0;3.0;11.0;0.0;9.4;-0.8;-3.12;Dropout
1;1;1.0;9500;1;1;130.0;1;38;37;5;10;117.8;1;0;0;1;1;0;19.0;0;0.0;8.0;8.0;7.0;15.885714285714286;0.0;0.0;8.0;8.0;7.0;15.885714285714286;0.0;10.8;1.4;1.74;Graduate
1;1;1.0;9500;1;1;142.0;1;1;38;9;9;127.0;0;0;1;0;1;0;21.0;0;0.0;7.0;12.0;4.0;12.94;0.0;0.0;7.0;12.0;4.0;11.58;0.0;12.4;0.5;1.79;Dropout
2;39;1.0;8014;0;1;150.0;1;37;37;9;9;140.0;0;0;0;0;1;0;35.0;0;0.0;6.0;6.0;6.0;14.0;0.0;0.0;6.0;6.0;6.0;14.166666666666666;0.0;9.4;-0.8;-3.12;Graduate
2;39;1.0;171;1;12;110.0;1;37;37;7;7;106.0;1;0;0;1;1;0;36.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.6;2.6;0.32;Graduate
4;39;1.0;9500;1;19;110.0;1;37;38;5;5;151.0;0;0;1;0;1;0;47.0;0;0.0;7.0;7.0;0.0;0.0;7.0;0.0;8.0;8.0;0.0;0.0;8.0;15.5;2.8;-4.06;Dropout
1;18;1.0;9991;0;1;112.0;1;43;40;2;2;106.4;0;0;0;1;1;0;22.0;0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;8.9;1.4;3.51;Dropout
2;39;1.0;9991;0;1;100.0;1;37;37;9;9;125.3;1;0;0;1;1;0;41.0;0;0.0;5.0;8.0;4.0;11.25;0.0;0.0;5.0;8.0;3.0;11.0;1.0;7.6;2.6;0.32;Dropout
1;7;1.0;9119;1;3;130.0;1;34;34;90;90;130.0;0;0;0;1;1;0;26.0;0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;6.0;0.0;0.0;0.0;10.8;1.4;1.74;Dropout
2;39;1.0;8014;0;1;133.1;1;34;34;90;90;116.0;0;0;0;0;0;0;51.0;0;0.0;6.0;13.0;4.0;11.25;0.0;0.0;6.0;12.0;0.0;0.0;1.0;10.8;1.4;1.74;Dropout
2;39;2.0;9991;0;1;150.0;1;37;37;9;9;120.0;0;0;0;1;0;0;43.0;0;0.0;5.0;11.0;3.0;10.666666666666666;0.0;1.0;5.0;10.0;4.0;12.5;0.0;9.4;-0.8;-3.12;Enrolled
2;39;2.0;8014;0;1;100.0;1;34;34;0;0;100.0;1;0;0;1;0;0;41.0;0;0.0;6.0;9.0;5.0;11.8;0.0;1.0;6.0;10.0;3.0;10.666666666666666;1.0;7.6;2.6;0.32;Graduate
1;43;2.0;9147;1;1;130.0;1;34;37;9;9;118.5;1;0;0;1;1;0;23.0;0;5.0;10.0;19.0;8.0;11.625;1.0;4.0;10.0;16.0;10.0;11.181818181818182;3.0;7.6;2.6;0.32;Graduate
1;43;2.0;9238;1;1;129.0;1;34;30;0;5;118.9;1;0;0;1;1;0;22.0;0;0.0;6.0;11.0;0.0;0.0;0.0;0.0;5.0;10.0;0.0;0.0;0.0;9.4;-0.8;-3.12;Dropout
1;17;2.0;9070;1;1;127.0;1;37;37;9;9;119.3;1;1;0;1;1;1;25.0;0;0.0;6.0;8.0;4.0;10.25;0.0;0.0;6.0;6.0;4.0;11.25;0.0;12.7;3.7;-1.7;Dropout
1;43;1.0;9991;0;1;140.0;1;37;37;9;9;135.8;1;0;0;1;1;0;25.0;0;14.0;15.0;16.0;15.0;10.8;0.0;13.0;14.0;14.0;14.0;11.357142857142858;0.0;9.4;-0.8;-3.12;Graduate
1;53;1.0;171;1;42;130.0;1;1;19;9;9;130.0;1;0;0;0;1;1;22.0;0;5.0;12.0;15.0;11.0;12.545454545454543;0.0;4.0;11.0;16.0;11.0;12.666666666666666;0.0;8.9;1.4;3.51;Graduate
1;39;1.0;9003;1;1;133.1;6;1;1;192;144;129.8;0;0;0;1;1;0;24.0;1;0.0;7.0;7.0;7.0;13.571428571428571;0.0;0.0;6.0;9.0;5.0;13.4;0.0;8.9;1.4;3.51;Enrolled
1;39;1.0;9085;1;2;140.0;1;38;38;9;10;150.0;0;0;0;1;1;0;47.0;0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;16.2;0.3;-0.92;Dropout
2;39;1.0;9991;0;19;133.1;1;37;37;5;5;111.9;1;0;0;1;1;0;41.0;0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;7.6;2.6;0.32;Dropout
1;39;1.0;9003;1;1;120.0;1;37;37;9;9;150.1;1;0;0;1;1;0;43.0;0;0.0;6.0;9.0;6.0;14.77777777777778;0.0;0.0;6.0;11.0;5.0;12.2;0.0;13.9;-0.3;0.79;Graduate
1;39;1.0;9003;1;1;133.1;1;1;37;9;8;130.0;0;0;0;1;1;0;29.0;0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;4.0;8.0;0.0;0.0;0.0;16.2;0.3;-0.92;Dropout
1;39;2.0;9119;1;1;120.0;1;37;37;5;5;128.0;0;0;0;1;1;0;30.0;0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;7.6;2.6;0.32;Dropout
1;39;2.0;9147;1;38;133.1;1;19;38;9;9;102.5;0;0;0;0;1;0;26.0;0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;12.7;3.7;-1.7;Dropout
1;39;2.0;9991;0;1;133.1;1;19;38;9;9;102.5;0;0;0;0;1;0;27.0;0;0.0;5.0;10.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;15.5;2.8;-4.06;Dropout
2;39;2.0;9670;1;1;100.0;1;37;37;9;9;110.0;0;0;0;1;1;1;36.0;0;0.0;5.0;5.0;5.0;11.4;0.0;0.0;5.0;7.0;5.0;11.6;0.0;9.4;-0.8;-3.12;Graduate
1;39;1.0;9003;1;19;133.1;1;1;19;4;10;114.0;0;0;0;1;1;0;29.0;0;3.0;9.0;13.0;6.0;11.666666666666666;0.0;2.0;7.0;10.0;6.0;10.857142857142858;0.0;15.5;2.8;-4.06;Dropout
1;42;1.0;9119;1;1;120.0;1;34;34;0;0;128.2;1;0;0;1;1;0;35.0;0;6.0;10.0;12.0;7.0;11.285714285714286;0.0;2.0;8.0;8.0;5.0;13.0;0.0;9.4;-0.8;-3.12;Dropout
1;1;1.0;9773;1;1;128.0;1;38;38;6;3;116.5;0;0;0;1;1;1;18.0;0;0.0;6.0;12.0;4.0;11.5;0.0;0.0;6.0;10.0;5.0;12.6;0.0;10.8;1.4;1.74;Graduate
1;1;1.0;9991;0;1;172.0;1;38;37;9;9;149.3;0;0;0;1;1;1;24.0;0;0.0;5.0;5.0;5.0;16.0;0.0;0.0;5.0;5.0;5.0;16.0;0.0;8.9;1.4;3.51;Graduate
1;1;3.0;9773;1;1;146.0;1;38;38;9;7;134.1;1;0;0;1;1;1;18.0;0;0.0;6.0;6.0;6.0;12.5;0.0;0.0;6.0;7.0;6.0;12.666666666666666;0.0;10.8;1.4;1.74;Dropout
1;17;4.0;9119;1;1;135.0;1;38;37;5;7;126.6;1;0;0;1;1;0;18.0;0;0.0;5.0;7.0;4.0;12.0;0.0;0.0;5.0;10.0;3.0;13.0;3.0;7.6;2.6;0.32;Enrolled
2;43;1.0;9085;1;1;160.0;1;37;37;9;7;120.0;0;0;0;1;1;0;21.0;0;0.0;5.0;11.0;0.0;0.0;2.0;0.0;5.0;11.0;3.0;11.666666666666666;1.0;9.4;-0.8;-3.12;Enrolled
1;42;1.0;9119;1;1;150.0;1;38;37;5;8;133.5;1;0;0;1;1;0;21.0;0;0.0;5.0;10.0;5.0;13.0;0.0;0.0;5.0;10.0;5.0;12.6;0.0;9.4;-0.8;-3.12;Graduate
1;39;1.0;9003;1;1;130.0;1;1;3;2;6;110.0;0;0;0;1;1;0;32.0;0;8.0;18.0;27.0;13.0;13.714285714285714;1.0;7.0;12.0;18.0;12.0;12.083333333333334;0.0;15.5;2.8;-4.06;Graduate
1;1;4.0;9119;1;1;111.0;1;37;37;9;5;107.5;1;0;0;1;1;1;22.0;0;0.0;5.0;9.0;3.0;12.333333333333334;0.0;0.0;6.0;14.0;3.0;12.5;0.0;11.1;0.6;2.02;Dropout
1;7;1.0;9003;1;3;130.0;1;1;38;9;7;130.0;1;0;0;0;1;0;32.0;0;11.0;17.0;31.0;11.0;12.727272727272728;4.0;10.0;12.0;24.0;10.0;12.7;1.0;15.5;2.8;-4.06;Dropout
1;43;1.0;9670;1;6;170.0;1;34;34;0;0;111.6;0;0;0;1;1;0;35.0;0;1.0;5.0;5.0;1.0;14.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;9.4;-0.8;-3.12;Dropout
1;18;3.0;9147;1;1;133.1;1;1;38;4;7;101.0;1;0;0;0;1;0;23.0;0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;8.9;1.4;3.51;Dropout
1;39;1.0;8014;0;1;100.0;1;37;37;6;6;108.3;0;0;0;1;1;0;39.0;0;0.0;6.0;8.0;5.0;11.4;0.0;1.0;6.0;12.0;3.0;11.0;1.0;7.6;2.6;0.32;Enrolled
2;43;1.0;9670;1;1;120.0;1;34;34;0;0;128.2;0;0;0;1;1;0;35.0;0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;1.0;10.0;0.0;9.4;-0.8;-3.12;Dropout
2;39;1.0;9003;1;3;110.0;1;3;19;4;6;150.0;0;0;0;1;1;0;32.0;0;0.0;6.0;8.0;6.0;18.875;0.0;6.0;12.0;14.0;12.0;17.692307692307693;0.0;16.2;0.3;-0.92;Graduate
1;1;1.0;9853;1;1;133.1;1;34;34;0;0;142.8;0;0;0;1;1;0;20.0;0;0.0;6.0;12.0;0.0;0.0;0.0;0.0;6.0;12.0;0.0;0.0;0.0;7.6;2.6;0.32;Dropout
1;39;1.0;9500;1;1;120.0;1;37;37;9;9;100.0;0;0;0;1;1;0;34.0;0;0.0;7.0;15.0;6.0;11.333333333333334;0.0;0.0;7.0;16.0;4.0;12.6;0.0;16.2;0.3;-0.92;Enrolled
1;7;1.0;9991;0;40;150.0;1;37;37;6;6;150.0;1;0;0;1;1;0;44.0;0;3.0;7.0;9.0;7.0;13.5;0.0;0.0;5.0;6.0;5.0;16.2;0.0;8.9;1.4;3.51;Dropout
2;39;1.0;9254;1;19;133.1;1;37;19;9;10;156.5;0;0;0;1;1;0;53.0;0;7.0;11.0;12.0;2.0;15.0;7.0;4.0;9.0;10.0;3.0;10.0;4.0;16.2;0.3;-0.92;Graduate
1;39;1.0;9119;1;19;120.0;1;37;37;9;4;98.6;0;0;1;0;1;0;28.0;0;0.0;5.0;10.0;0.0;0.0;0.0;0.0;5.0;7.0;0.0;0.0;0.0;12.4;0.5;1.79;Dropout
1;7;1.0;9991;0;3;130.0;1;37;37;9;9;130.0;0;0;0;1;1;0;31.0;0;9.0;9.0;9.0;9.0;14.22222222222222;0.0;5.0;5.0;5.0;5.0;12.8;0.0;12.7;3.7;-1.7;Dropout
1;1;1.0;171;1;1;130.0;1;1;38;5;9;118.1;0;0;1;0;1;0;18.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.4;-0.8;-3.12;Enrolled
1;39;1.0;9003;1;1;100.0;1;1;3;9;10;120.0;0;0;1;0;1;0;44.0;0;2.0;7.0;14.0;4.0;12.0;2.0;0.0;6.0;16.0;0.0;0.0;1.0;15.5;2.8;-4.06;Dropout
1;1;1.0;9085;1;1;142.0;1;1;1;9;9;127.7;1;0;0;1;1;0;19.0;0;0.0;5.0;9.0;5.0;12.6;1.0;0.0;5.0;8.0;4.0;12.0;0.0;12.7;3.7;-1.7;Graduate
1;15;1.0;171;1;1;130.0;26;1;1;2;9;130.0;0;0;0;1;1;0;21.0;1;6.0;12.0;12.0;12.0;15.083333333333334;0.0;4.0;11.0;15.0;11.0;13.083333333333334;0.0;8.9;1.4;3.51;Enrolled
1;18;1.0;9119;1;1;148.0;1;3;19;3;5;147.7;0;0;0;1;1;1;18.0;0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;9.4;-0.8;-3.12;Dropout
1;44;1.0;9003;1;39;170.0;1;19;19;5;5;170.0;1;0;0;1;1;0;20.0;0;0.0;6.0;8.0;6.0;14.5;0.0;0.0;6.0;10.0;6.0;15.3;0.0;16.2;0.3;-0.92;Graduate
1;39;1.0;9070;1;1;110.0;1;37;37;7;7;110.2;0;0;0;1;1;0;55.0;0;0.0;6.0;6.0;6.0;14.5;0.0;0.0;6.0;6.0;6.0;13.5;0.0;11.1;0.6;2.02;Graduate
1;1;1.0;9147;1;1;166.0;1;19;37;4;8;146.4;0;0;0;1;1;0;27.0;0;0.0;5.0;12.0;3.0;10.0;0.0;0.0;5.0;12.0;1.0;13.0;0.0;7.6;2.6;0.32;Enrolled
1;17;2.0;9119;1;1;135.0;1;12;19;5;5;121.0;0;0;0;1;1;0;19.0;0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;12.4;0.5;1.79;Dropout
1;1;1.0;9147;1;1;133.0;1;19;37;9;9;129.9;0;0;0;1;1;0;18.0;0;0.0;5.0;5.0;5.0;11.6;0.0;0.0;5.0;5.0;5.0;13.2;0.0;12.4;0.5;1.79;Graduate
2;39;1.0;9773;1;1;133.1;1;37;37;7;4;132.0;0;0;0;1;1;0;43.0;0;0.0;6.0;10.0;4.0;11.75;0.0;0.0;6.0;7.0;0.0;0.0;0.0;15.5;2.8;-4.06;Dropout
1;18;3.0;9254;1;1;121.0;1;19;19;9;6;125.9;1;0;0;1;1;0;18.0;0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;13.9;-0.3;0.79;Dropout
1;1;1.0;171;1;1;159.0;1;3;3;2;2;165.7;1;0;0;1;1;0;18.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.4;-0.8;-3.12;Dropout
1;17;5.0;9254;1;1;130.0;1;37;38;9;9;122.7;1;0;1;1;1;1;20.0;0;0.0;6.0;7.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;8.9;1.4;3.51;Dropout
2;39;1.0;9991;0;1;121.0;1;37;19;9;9;141.4;0;0;1;0;1;0;29.0;0;0.0;5.0;7.0;4.0;11.25;0.0;0.0;5.0;8.0;4.0;11.8;0.0;10.8;1.4;1.74;Dropout
1;39;1.0;9130;1;19;133.1;1;37;37;9;10;156.4;1;0;1;1;1;0;44.0;0;0.0;6.0;9.0;5.0;11.571428571428571;0.0;0.0;6.0;11.0;0.0;0.0;0.0;13.9;-0.3;0.79;Dropout
1;1;1.0;9119;1;1;146.0;1;37;37;9;9;148.5;1;0;0;1;1;0;18.0;0;0.0;5.0;7.0;4.0;10.0;0.0;0.0;5.0;8.0;1.0;16.0;0.0;10.8;1.4;1.74;Enrolled
1;44;1.0;9003;1;39;140.0;1;37;37;9;1;140.0;0;0;0;1;1;1;20.0;0;0.0;6.0;11.0;5.0;13.833333333333334;0.0;0.0;6.0;13.0;6.0;12.3;0.0;15.5;2.8;-4.06;Enrolled
1;43;1.0;9070;1;1;125.0;1;38;37;8;7;131.7;1;0;0;1;1;0;20.0;0;3.0;6.0;6.0;4.0;12.75;0.0;3.0;9.0;12.0;3.0;12.666666666666666;0.0;12.4;0.5;1.79;Dropout
2;39;2.0;9147;1;1;120.0;1;37;37;9;9;104.7;1;0;0;1;1;0;36.0;0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;5.0;9.0;0.0;0.0;0.0;10.8;1.4;1.74;Dropout
1;44;1.0;9130;1;39;150.0;1;5;1;2;5;150.0;1;0;0;1;1;0;19.0;0;1.0;6.0;13.0;5.0;11.6;0.0;1.0;6.0;12.0;2.0;11.0;0.0;13.9;-0.3;0.79;Enrolled
2;39;1.0;9085;1;19;110.0;1;37;37;90;90;110.0;0;0;0;0;1;0;29.0;0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;12.7;3.7;-1.7;Dropout
1;1;1.0;9670;1;1;120.0;1;1;1;9;9;129.1;1;0;0;1;1;0;18.0;0;0.0;6.0;6.0;4.0;11.25;0.0;0.0;6.0;10.0;3.0;10.333333333333334;0.0;10.8;1.4;1.74;Dropout
1;39;1.0;9003;1;1;133.1;1;1;1;1;6;120.0;0;0;0;0;1;0;24.0;0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;13.9;-0.3;0.79;Dropout
1;1;1.0;9773;1;1;133.1;1;3;19;2;5;127.0;0;0;0;1;1;0;20.0;0;0.0;6.0;6.0;6.0;14.333333333333334;0.0;0.0;6.0;7.0;6.0;15.0;0.0;15.5;2.8;-4.06;Graduate
2;39;1.0;8014;0;19;133.1;1;19;37;9;9;151.5;0;0;1;0;1;0;45.0;0;0.0;6.0;7.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;16.2;0.3;-0.92;Dropout
1;43;2.0;9500;1;1;130.0;1;38;37;4;4;126.8;1;0;0;1;1;1;28.0;0;18.0;23.0;23.0;20.0;13.5;3.0;18.0;23.0;23.0;20.0;13.5;3.0;7.6;2.6;0.32;Graduate
1;1;1.0;9254;1;1;160.0;1;19;38;9;9;140.8;1;0;0;1;1;0;23.0;0;0.0;6.0;8.0;6.0;12.666666666666666;0.0;0.0;6.0;10.0;5.0;12.2;0.0;7.6;2.6;0.32;Enrolled
1;1;1.0;9500;1;1;128.0;1;1;19;4;7;125.6;1;0;0;1;1;0;18.0;0;0.0;7.0;7.0;7.0;12.444285714285714;0.0;0.0;8.0;11.0;7.0;11.347142857142858;0.0;12.4;0.5;1.79;Graduate
1;1;2.0;9147;1;1;140.0;1;19;19;9;4;127.8;1;0;0;1;1;0;23.0;0;0.0;5.0;7.0;3.0;10.666666666666666;1.0;0.0;5.0;7.0;3.0;11.333333333333334;0.0;9.4;-0.8;-3.12;Dropout
1;43;1.0;171;1;1;120.0;1;3;3;2;2;120.0;1;0;0;1;1;0;22.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.6;2.6;0.32;Enrolled
1;1;1.0;9070;1;1;140.0;1;19;19;5;5;131.3;0;0;0;1;1;1;22.0;0;1.0;6.0;6.0;6.0;12.666666666666666;0.0;1.0;6.0;6.0;5.0;12.4;0.0;12.4;0.5;1.79;Graduate
1;39;1.0;9991;0;12;120.0;1;37;38;5;5;155.7;0;0;0;1;1;0;33.0;0;0.0;5.0;5.0;5.0;13.2;0.0;0.0;5.0;6.0;5.0;14.833333333333334;0.0;10.8;1.4;1.74;Graduate
1;53;1.0;9003;1;42;130.0;1;1;38;9;6;128.5;0;0;0;1;1;0;21.0;0;7.0;12.0;20.0;10.0;12.7;0.0;5.0;12.0;14.0;11.0;12.181818181818182;0.0;8.9;1.4;3.51;Graduate
2;39;1.0;9147;1;1;100.0;1;37;37;9;5;170.0;0;0;0;1;1;0;45.0;0;0.0;5.0;6.0;5.0;14.833333333333334;0.0;0.0;5.0;5.0;5.0;14.8;0.0;15.5;2.8;-4.06;Graduate
2;39;1.0;9003;1;1;133.1;1;37;37;9;9;100.0;0;0;0;0;1;0;44.0;0;4.0;10.0;10.0;4.0;11.5;0.0;1.0;7.0;8.0;1.0;12.0;0.0;15.5;2.8;-4.06;Dropout
4;39;1.0;9670;1;1;110.0;1;19;19;90;99;107.2;0;0;0;1;1;0;42.0;0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;12.7;3.7;-1.7;Dropout
1;18;1.0;9147;1;1;147.0;1;19;1;9;7;139.3;1;0;0;1;1;0;20.0;0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;12.4;0.5;1.79;Dropout
1;17;6.0;9147;1;1;133.0;1;19;38;5;6;123.2;1;0;0;1;1;0;20.0;0;0.0;5.0;7.0;3.0;12.666666666666666;1.0;0.0;5.0;12.0;2.0;12.5;0.0;9.4;-0.8;-3.12;Enrolled
1;1;2.0;9254;1;1;137.0;1;1;38;2;8;122.3;1;0;0;1;1;1;20.0;0;0.0;6.0;7.0;6.0;14.714285714285714;0.0;0.0;6.0;6.0;6.0;12.5;0.0;8.9;1.4;3.51;Graduate
